country_name,indicator_name,sex,age_group,age_categories,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Zimbabwe,Unemployment rate by sex and age,Male,25+,Adults,3.677,4.325,4.843,5.287,5.722,6.362,6.996,7.234,6.858,6.757,6.703
Afghanistan,Unemployment rate by sex and age,Female,25+,Adults,8.576,9.014,9.463,9.92,11.223,12.587,14.079,14.415,23.818,26.192,28.298
Albania,Unemployment rate by sex and age,Female,25+,Adults,13.6,14.499,12.142,10.875,10.312,9.662,10.743,10.736,10.073,9.66,9.488
Algeria,Unemployment rate by sex and age,Female,25+,Adults,11.913,12.301,14.918,17.576,17.879,18.138,20.163,19.887,18.914,18.625,18.4
Angola,Unemployment rate by sex and age,Female,25+,Adults,11.437,11.707,11.968,12.162,12.284,12.303,12.206,12.044,11.056,10.685,10.451
Argentina,Unemployment rate by sex and age,Female,25+,Adults,6.238,6.394,6.724,6.846,7.931,8.138,9.424,7.546,5.944,5.899,5.728
Armenia,Unemployment rate by sex and age,Female,25+,Adults,9.206,9.268,9.344,9.447,9.544,8.984,8.567,6.342,5.218,5.212,5.248
Australia,Unemployment rate by sex and age,Female,25+,Adults,4.801,4.821,4.598,4.468,4.22,3.997,5.036,4.084,2.934,2.831,2.97
Austria,Unemployment rate by sex and age,Female,25+,Adults,4.718,4.669,4.904,4.578,4.091,3.974,4.505,5.684,4.133,4.356,4.747
Azerbaijan,Unemployment rate by sex and age,Female,25+,Adults,4.44,4.512,4.626,4.74,4.707,4.797,7.184,5.744,5.437,5.452,5.551
Bahamas,Unemployment rate by sex and age,Female,25+,Adults,11.521,10.299,11.53,8.796,7.407,7.415,9.339,8.835,7.731,7.353,7.262
Bahrain,Unemployment rate by sex and age,Female,25+,Adults,2.407,2.422,2.532,2.587,2.629,2.69,3.789,3.409,3.193,3.068,2.968
Bangladesh,Unemployment rate by sex and age,Female,25+,Adults,6.35,5.988,5.654,4.275,4.286,4.304,5.06,5.244,4.377,4.365,4.42
Barbados,Unemployment rate by sex and age,Female,25+,Adults,9.347,6.72,6.369,6.939,6.768,5.654,6.446,6.406,5.777,5.425,5.182
Belarus,Unemployment rate by sex and age,Female,25+,Adults,3.871,3.837,3.792,3.744,3.151,2.852,2.751,2.551,2.369,2.319,2.302
Belgium,Unemployment rate by sex and age,Female,25+,Adults,6.686,6.748,6.72,6.231,4.789,4.318,4.61,5.029,4.483,4.352,4.374
Belize,Unemployment rate by sex and age,Female,25+,Adults,9.756,7.187,7.46,5.628,7.549,9.305,11.28,11.364,9.824,9.381,9.215
Benin,Unemployment rate by sex and age,Female,25+,Adults,1.276,1.296,1.344,1.276,1.036,0.952,1.02,1.295,1.068,1.033,1.013
Bhutan,Unemployment rate by sex and age,Female,25+,Adults,2.471,1.52,1.905,2.297,2.695,1.967,3.654,4,4.964,5.266,5.44
Bolivia,Unemployment rate by sex and age,Female,25+,Adults,1.823,2.748,3.198,3.259,2.823,3.143,8.335,4.984,3.64,4.153,4.201
Bosnia and Herz.,Unemployment rate by sex and age,Female,25+,Adults,27.499,26.651,27.331,20.396,17.864,16.564,15.978,16.234,13.891,12.987,12.519
Botswana,Unemployment rate by sex and age,Female,25+,Adults,17.549,18.189,18.783,19.266,19.275,19.828,18.934,21.594,21.477,21.785,21.928
Brazil,Unemployment rate by sex and age,Female,25+,Adults,5.865,7.303,9.688,10.807,10.544,10.572,12.409,12.882,8.837,7.25,7.021
Brunei,Unemployment rate by sex and age,Female,25+,Adults,4.65,5.389,6.136,6.883,6.635,5.653,5.588,4.249,3.731,3.849,3.818
Bulgaria,Unemployment rate by sex and age,Female,25+,Adults,9.685,7.748,6.531,5.648,4.364,3.694,4.436,4.707,3.819,4.009,3.762
Burkina Faso,Unemployment rate by sex and age,Female,25+,Adults,3.344,3.504,3.555,3.533,3.478,3.499,3.566,3.949,3.819,3.757,3.699
Burundi,Unemployment rate by sex and age,Female,25+,Adults,0.906,0.929,0.896,0.871,0.844,0.819,0.842,0.948,0.646,0.617,0.588
Cabo Verde,Unemployment rate by sex and age,Female,25+,Adults,8.013,8.136,8.199,8.294,7.942,8.279,9.834,9.896,8.901,8.72,8.657
Cambodia,Unemployment rate by sex and age,Female,25+,Adults,0.576,0.282,0.75,0.097,0.083,0.068,0.122,0.288,0.114,0.119,0.115
Cameroon,Unemployment rate by sex and age,Female,25+,Adults,3.231,3.214,3.238,3.308,3.366,3.406,3.529,3.806,3.544,3.473,3.435
Canada,Unemployment rate by sex and age,Female,25+,Adults,5.591,5.515,5.51,5.309,4.88,4.561,7.88,6.483,4.508,4.552,5.129
Central African Rep.,Unemployment rate by sex and age,Female,25+,Adults,4.54,4.623,4.625,4.63,4.6,4.652,4.79,5.163,4.906,4.831,4.798
Chad,Unemployment rate by sex and age,Female,25+,Adults,0.583,0.624,0.695,0.765,0.786,0.735,1.049,1.155,0.778,0.704,0.671
Channel Islands,Unemployment rate by sex and age,Female,25+,Adults,6.921,6.798,6.535,6.146,5.828,5.66,5.835,5.937,5.434,5.368,5.41
Chile,Unemployment rate by sex and age,Female,25+,Adults,5.337,5.622,5.945,6.093,6.538,6.647,9.833,8.428,7.837,8.298,8.596
China,Unemployment rate by sex and age,Female,25+,Adults,3.211,3.274,3.25,3.214,3.168,3.33,3.612,3.204,3.395,3.312,3.318
Colombia,Unemployment rate by sex and age,Female,25+,Adults,8.592,8.533,8.937,9.26,9.493,10.634,17.721,15.511,10.994,9.807,9.691
Comoros,Unemployment rate by sex and age,Female,25+,Adults,4.676,4.798,4.892,4.888,4.861,4.978,5.62,5.881,5.894,5.865,5.835
Congo,Unemployment rate by sex and age,Female,25+,Adults,16.201,16.721,17.12,17.566,17.628,17.222,18.319,18.694,16.848,16.292,15.951
Dem. Rep. Congo,Unemployment rate by sex and age,Female,25+,Adults,2.737,2.744,2.828,2.911,2.934,2.915,3.229,3.463,2.958,2.835,2.797
Costa Rica,Unemployment rate by sex and age,Female,25+,Adults,6.799,7.313,7.072,7.044,8.05,10.533,16.501,15.428,11.868,7.81,7.494
Croatia,Unemployment rate by sex and age,Female,25+,Adults,15.894,14.743,12.106,10.529,7.697,6.2,6.351,6.683,6.78,6.211,6.188
Cuba,Unemployment rate by sex and age,Female,25+,Adults,2.672,2.209,1.88,1.413,1.585,1.046,1.4,1.358,1.103,1.041,0.983
Cyprus,Unemployment rate by sex and age,Female,25+,Adults,12.883,13.016,11.313,10.036,8.074,7.443,7.412,7.215,6.759,5.762,5.762
Czechia,Unemployment rate by sex and age,Female,25+,Adults,6.77,5.54,4.27,3.28,2.574,2.191,2.675,3.163,2.5,2.614,2.581
Côte d'Ivoire,Unemployment rate by sex and age,Female,25+,Adults,3.304,2.698,2.131,3.063,2.736,2.416,2.504,2.684,2.534,2.478,2.446
Denmark,Unemployment rate by sex and age,Female,25+,Adults,6.107,5.686,5.544,4.959,4.637,4.457,5.171,4.147,3.45,3.954,4.196
Djibouti,Unemployment rate by sex and age,Female,25+,Adults,26.756,26.733,26.699,26.916,27.236,27.475,28.611,29.239,28.027,27.729,27.576
Dominican Rep.,Unemployment rate by sex and age,Female,25+,Adults,7.491,8.203,7.72,5.894,6.51,6.975,7.179,9.991,6.992,6.8,6.63
Ecuador,Unemployment rate by sex and age,Female,25+,Adults,2.738,3.193,4.283,3.723,3.308,3.309,6.005,4.491,3.253,3.385,3.33
Egypt,Unemployment rate by sex and age,Female,25+,Adults,17.684,19.663,18.199,17.713,15.028,15.978,13.343,11.632,9.683,9.983,10.282
El Salvador,Unemployment rate by sex and age,Female,25+,Adults,1.854,2.108,2.55,2.274,2.096,2.676,3.629,3.008,1.858,1.78,1.789
Eq. Guinea,Unemployment rate by sex and age,Female,25+,Adults,7.568,7.664,7.741,7.813,7.793,7.911,8.367,8.741,8.253,8.147,8.077
Eritrea,Unemployment rate by sex and age,Female,25+,Adults,4.548,4.601,4.615,4.607,4.523,4.519,4.623,4.91,4.592,4.508,4.467
Estonia,Unemployment rate by sex and age,Female,25+,Adults,6.539,5.643,5.688,4.904,4.785,4.269,5.674,4.804,3.989,6.164,7.031
eSwatini,Unemployment rate by sex and age,Female,25+,Adults,19.909,19.626,19.341,19.444,19.586,19.641,21.247,21.352,19.849,19.459,19.257
Ethiopia,Unemployment rate by sex and age,Female,25+,Adults,2.264,2.316,2.415,2.508,2.655,2.762,3.716,3.837,3.424,3.356,3.352
Fiji,Unemployment rate by sex and age,Female,25+,Adults,2.204,2.212,2.262,2.315,2.359,2.392,2.47,2.699,2.53,2.359,2.312
Finland,Unemployment rate by sex and age,Female,25+,Adults,6.411,7.246,7.12,6.793,5.944,4.872,5.933,5.818,5.347,5.069,5.277
France,Unemployment rate by sex and age,Female,25+,Adults,8.752,8.587,8.476,8.254,8.054,7.387,6.8,6.573,6.17,5.997,5.987
French Polynesia,Unemployment rate by sex and age,Female,25+,Adults,7.913,7.865,7.89,7.953,8.057,8.166,8.984,8.965,8.61,8.531,8.473
Gabon,Unemployment rate by sex and age,Female,25+,Adults,26.326,26.479,26.823,27.184,27.473,27.339,28.379,28.504,27.669,27.464,27.326
Gambia,Unemployment rate by sex and age,Female,25+,Adults,8.349,6.835,5.3,3.589,2.038,1.991,2.225,2.306,2.14,2.071,2.027
Georgia,Unemployment rate by sex and age,Female,25+,Adults,12.956,11.761,11.173,11.118,9.304,8.513,8.63,8.808,8.683,8.729,8.865
Germany,Unemployment rate by sex and age,Female,25+,Adults,4.354,3.968,3.484,3.047,2.673,2.517,3.085,2.881,2.622,2.509,2.595
Ghana,Unemployment rate by sex and age,Female,25+,Adults,3.215,4.918,4.076,2.887,2.785,2.711,2.796,2.999,3.052,3.074,3.084
Greece,Unemployment rate by sex and age,Female,25+,Adults,28.475,27.33,26.657,24.553,22.901,20.286,18.256,17.699,15.042,13.14,11.78
Guam,Unemployment rate by sex and age,Female,25+,Adults,4.759,4.328,3.393,3.416,3.441,3.422,3.858,3.861,3.59,3.584,3.571
Guatemala,Unemployment rate by sex and age,Female,25+,Adults,1.578,1.273,1.72,2.004,1.389,1.977,2.602,2.015,2.861,3.105,3.155
Guinea,Unemployment rate by sex and age,Female,25+,Adults,4.151,4.371,4.141,3.949,3.948,4.296,4.955,5.088,4.805,4.722,4.687
Guinea-Bissau,Unemployment rate by sex and age,Female,25+,Adults,2.46,2.36,2.325,2.267,2.329,2.355,2.54,2.761,2.375,2.285,2.245
Guyana,Unemployment rate by sex and age,Female,25+,Adults,9.717,9.997,10.21,10.405,10.546,9.343,10.642,10.619,8.619,7.515,6.99
Haiti,Unemployment rate by sex and age,Female,25+,Adults,11.692,11.673,11.873,11.914,12.036,12.299,13.398,13.747,13.197,13.321,13.208
Honduras,Unemployment rate by sex and age,Female,25+,Adults,6.842,5.433,5.164,4.998,4.431,5.177,9.456,7.425,6.547,6.438,6.451
"Hong Kong, China",Unemployment rate by sex and age,Female,25+,Adults,2.519,2.554,2.566,2.416,2.014,1.98,4.169,3.856,3.182,3.022,2.956
Hungary,Unemployment rate by sex and age,Female,25+,Adults,6.924,6.345,4.506,4.018,3.52,3.015,3.845,3.52,3.091,3.541,3.591
Iceland,Unemployment rate by sex and age,Female,25+,Adults,4.379,3.433,2.292,1.749,1.859,2.57,4.528,5.447,2.944,1.784,1.921
India,Unemployment rate by sex and age,Female,25+,Adults,5.581,5.434,5.301,5.181,5.071,3.69,4.333,3.597,2.796,2.36,2.28
Indonesia,Unemployment rate by sex and age,Female,25+,Adults,1.453,1.923,1.539,1.423,1.906,1.474,1.821,1.425,1.28,1.24,1.222
Iran,Unemployment rate by sex and age,Female,25+,Adults,15.838,15.917,17.317,16.419,16.095,14.884,13.498,13.66,13.407,13.298,13.206
Iraq,Unemployment rate by sex and age,Female,25+,Adults,17.175,17.919,18.376,25.492,23.766,22.181,21.24,19.84,21.93,22.892,23.512
Ireland,Unemployment rate by sex and age,Female,25+,Adults,9.609,7.893,6.717,5.41,4.734,3.846,4.334,4.847,3.749,3.318,3.612
Israel,Unemployment rate by sex and age,Female,25+,Adults,4.767,4.46,4.061,3.548,3.231,3.219,3.256,4.151,3.052,2.792,3.172
Italy,Unemployment rate by sex and age,Female,25+,Adults,11.772,10.856,11.082,10.894,10.413,9.915,9.073,9.396,8.386,7.783,7.971
Jamaica,Unemployment rate by sex and age,Female,25+,Adults,8.199,8.342,8.349,7.175,4.941,4.549,5.457,5.483,4.886,4.816,4.583
Japan,Unemployment rate by sex and age,Female,25+,Adults,3.146,2.898,2.667,2.471,2.136,2,2.373,2.388,2.245,2.305,2.44
Jordan,Unemployment rate by sex and age,Female,25+,Adults,11.086,12.369,14.492,20.895,18.015,17.606,19.092,20.299,19.443,19.466,19.484
Kazakhstan,Unemployment rate by sex and age,Female,25+,Adults,5.881,5.697,5.698,5.594,5.533,5.474,5.5,6.295,5.548,5.367,5.311
Kenya,Unemployment rate by sex and age,Female,25+,Adults,1.778,1.783,1.787,2.331,2.831,3.32,4.307,5.458,5.47,5.377,5.303
North Korea,Unemployment rate by sex and age,Female,25+,Adults,1.989,2.013,2.034,2.006,1.966,2.018,2.12,2.324,2.276,2.235,2.211
South Korea,Unemployment rate by sex and age,Female,25+,Adults,2.49,2.865,2.924,2.936,3.149,3.111,3.576,3.476,2.812,2.561,2.63
Kuwait,Unemployment rate by sex and age,Female,25+,Adults,5.112,3.774,4.408,4.48,4.523,4.6,6.942,5.986,4.705,4.491,4.325
Kyrgyzstan,Unemployment rate by sex and age,Female,25+,Adults,2.422,2.524,2.675,2.825,2.907,3.533,4.108,3.526,3.48,3.484,3.489
Laos,Unemployment rate by sex and age,Female,25+,Adults,1.104,1.339,1.589,1.843,1.894,1.958,2.099,2.601,2.377,2.368,2.373
Latvia,Unemployment rate by sex and age,Female,25+,Adults,9.02,8.194,8.122,7.131,6.065,5.141,6.583,6.07,5.209,4.799,5.003
Lebanon,Unemployment rate by sex and age,Female,25+,Adults,9.961,10.439,10.91,11.361,11.815,12.419,14.039,13.87,13.176,13.137,12.985
Lesotho,Unemployment rate by sex and age,Female,25+,Adults,14.173,14.485,14.439,14.843,15.127,15.384,16.431,16.833,15.449,15.117,14.945
Liberia,Unemployment rate by sex and age,Female,25+,Adults,1.979,2.167,2.386,2.374,2.367,2.378,3.013,3.081,2.362,2.223,2.169
Libya,Unemployment rate by sex and age,Female,25+,Adults,21.631,21.985,21.711,21.222,21.075,21.228,21.69,21.917,21.725,21.21,20.827
Lithuania,Unemployment rate by sex and age,Female,25+,Adults,8.457,7.478,6.18,5.224,5.066,5.219,7.043,6.07,5.149,6.13,5.917
Luxembourg,Unemployment rate by sex and age,Female,25+,Adults,4.982,6.545,5.621,4.902,5.367,4.669,5.851,4.741,3.566,3.962,3.925
"Macau, China",Unemployment rate by sex and age,Female,25+,Adults,1.187,1.377,1.328,1.339,1.03,1.081,1.879,1.598,1.856,1.31,0.892
Madagascar,Unemployment rate by sex and age,Female,25+,Adults,1.024,1.315,1.3,1.298,1.303,1.304,1.565,1.677,1.446,1.389,1.357
Malawi,Unemployment rate by sex and age,Female,25+,Adults,5.333,5.307,5.388,5.438,5.387,5.295,5.941,6.115,5.526,5.422,5.381
Malaysia,Unemployment rate by sex and age,Female,25+,Adults,1.521,1.622,2.354,2.114,1.824,1.605,3.163,2.671,2.58,2.502,2.467
Maldives,Unemployment rate by sex and age,Female,25+,Adults,5.36,4.298,3.251,3.001,2.751,2.5,2.825,2.885,2.654,2.614,2.652
Mali,Unemployment rate by sex and age,Female,25+,Adults,1.116,0.993,0.945,1.101,1.266,1.515,1.791,1.743,2.437,2.486,2.473
Malta,Unemployment rate by sex and age,Female,25+,Adults,4.135,4.542,4.097,3.299,2.946,3.414,4.031,2.708,2.3,2.359,2.416
Mauritania,Unemployment rate by sex and age,Female,25+,Adults,10.207,9.667,9.28,8.746,10.468,12.016,12.47,12.946,12.579,12.376,12.21
Mauritius,Unemployment rate by sex and age,Female,25+,Adults,7.368,7.145,7.087,6.511,6.308,6.818,7.623,6.418,6.63,5.445,4.681
Mexico,Unemployment rate by sex and age,Female,25+,Adults,3.58,3.31,2.942,2.752,2.629,2.668,3.267,3.315,2.592,2.252,2.365
Moldova,Unemployment rate by sex and age,Female,25+,Adults,0.966,1.138,0.841,1.08,0.877,1.071,0.713,0.425,0.505,0.956,0.934
Mongolia,Unemployment rate by sex and age,Female,25+,Adults,3.35,3.106,4.312,4.131,3.549,4.159,5.16,6.177,4.536,3.665,3.285
Montenegro,Unemployment rate by sex and age,Female,25+,Adults,16.63,15.606,15.197,15.326,14.315,14.784,16.519,14.426,13.801,13.166,12.856
Morocco,Unemployment rate by sex and age,Female,25+,Adults,8.694,8.149,8.49,8.849,8.967,8.991,10.384,10.379,9.546,9.289,9.187
Mozambique,Unemployment rate by sex and age,Female,25+,Adults,2.264,2.365,2.428,2.504,2.577,2.615,2.697,3.021,2.709,2.653,2.645
Myanmar,Unemployment rate by sex and age,Female,25+,Adults,0.607,0.632,0.829,1.094,0.697,0.255,1.289,3.534,2.151,2.15,2.118
Namibia,Unemployment rate by sex and age,Female,25+,Adults,15.622,16.933,18.522,17.149,15.265,15.395,16.076,16.42,15.687,15.402,15.227
Nepal,Unemployment rate by sex and age,Female,25+,Adults,9.068,9.055,9.045,9.049,9.074,9.114,11.026,10.92,9.645,9.789,9.852
Netherlands,Unemployment rate by sex and age,Female,25+,Adults,6.681,6.473,5.75,4.539,3.412,2.787,2.947,3.58,2.964,2.858,2.776
New Caledonia,Unemployment rate by sex and age,Female,25+,Adults,11.628,11.014,10.426,9.743,8.006,8.543,8.036,8.572,8.62,8.45,8.418
New Zealand,Unemployment rate by sex and age,Female,25+,Adults,4.564,4.444,4.059,3.793,3.337,3.172,3.682,2.804,2.543,2.755,2.961
Nicaragua,Unemployment rate by sex and age,Female,25+,Adults,3.757,3.688,2.926,2.413,3.719,3.99,4.399,4.602,3.72,3.597,3.556
Niger,Unemployment rate by sex and age,Female,25+,Adults,0.431,0.47,0.467,0.478,0.458,0.457,0.488,0.873,0.483,0.449,0.404
Nigeria,Unemployment rate by sex and age,Female,25+,Adults,2.255,2.454,2.782,3.084,3.298,3.407,4.555,5.624,5.099,4.652,4.482
North Macedonia,Unemployment rate by sex and age,Female,25+,Adults,26.313,23.449,20.754,19.903,18.424,16.654,14.302,12.736,10.693,11.328,10.857
Norway,Unemployment rate by sex and age,Female,25+,Adults,2.682,3.249,3.067,2.876,2.767,2.452,3.155,2.863,2.073,2.147,2.075
Palestine,Unemployment rate by sex and age,Female,25+,Adults,20.681,28.478,31.496,35.803,35.161,35.022,33.515,37.921,36.385,0,0
Oman,Unemployment rate by sex and age,Female,25+,Adults,9.136,9.986,10.671,8.476,6.252,6.851,8.877,4.816,4.228,4.254,4.282
Pakistan,Unemployment rate by sex and age,Female,25+,Adults,1.245,4.816,2.067,2.892,3.722,5.301,4.875,7.099,6.327,6.528,6.696
Panama,Unemployment rate by sex and age,Female,25+,Adults,4.2,3.68,4.24,4.82,4.51,5.5,15.085,8.16,7.61,7.093,6.931
Papua New Guinea,Unemployment rate by sex and age,Female,25+,Adults,0.784,0.783,0.782,0.83,0.863,0.874,0.903,1.099,0.933,0.927,0.908
Paraguay,Unemployment rate by sex and age,Female,25+,Adults,4.188,3.139,4.233,4.636,4.604,5.315,6.717,6.45,6.044,5.26,5.504
Peru,Unemployment rate by sex and age,Female,25+,Adults,2.306,2.544,2.814,2.81,2.659,2.772,5.612,4.365,3.671,3.442,3.347
Philippines,Unemployment rate by sex and age,Female,25+,Adults,1.902,1.66,1.492,1.449,1.608,1.49,1.737,2.781,1.663,1.602,1.569
Poland,Unemployment rate by sex and age,Female,25+,Adults,8.257,6.708,5.303,4.123,3.217,3.095,2.748,2.846,2.406,2.098,2.123
Portugal,Unemployment rate by sex and age,Female,25+,Adults,12.683,11.106,9.909,8.169,6.484,6.117,5.967,5.716,5.591,6.02,6.182
Puerto Rico,Unemployment rate by sex and age,Female,25+,Adults,10.024,8.574,8.517,7.867,6.764,6.152,6.547,6.002,4.497,4.662,4.511
Qatar,Unemployment rate by sex and age,Female,25+,Adults,0.639,0.563,0.484,0.401,0.307,0.271,0.372,0.291,0.273,0.287,0.293
Romania,Unemployment rate by sex and age,Female,25+,Adults,4.786,4.568,3.919,3.026,2.644,2.478,3.917,4.036,3.877,3.956,3.857
Russia,Unemployment rate by sex and age,Female,25+,Adults,4.031,4.401,4.492,4.269,3.968,3.656,4.792,4.068,3.333,2.693,2.648
Rwanda,Unemployment rate by sex and age,Female,25+,Adults,10.846,10.857,10.826,10.921,9.663,10.589,11.396,15.524,14.678,14.596,14.544
Saint Lucia,Unemployment rate by sex and age,Female,25+,Adults,17.542,17.01,16.242,15.664,16.499,13.774,18.127,17.704,16.04,12.957,14.057
Saint Vincent and the Grenadines,Unemployment rate by sex and age,Female,25+,Adults,12.542,12.568,12.579,12.664,12.767,13.074,13.903,14.152,13.555,12.907,12.439
Samoa,Unemployment rate by sex and age,Female,25+,Adults,6.124,7.304,8.49,9.812,9.962,10.128,10.592,11.454,10.794,10.24,10.051
Sao Tome and Principe,Unemployment rate by sex and age,Female,25+,Adults,18.641,18.554,18.592,18.92,19.046,19.251,20.375,20.681,19.458,19.285,19.198
Saudi Arabia,Unemployment rate by sex and age,Female,25+,Adults,17.61,18.336,18.83,17.942,17.404,18.124,18.398,16.264,14.278,13.399,13.118
Senegal,Unemployment rate by sex and age,Female,25+,Adults,8.138,6.842,4.222,3.337,3.626,2.33,2.596,2.66,2.486,2.446,2.388
Serbia,Unemployment rate by sex and age,Female,25+,Adults,18.498,16.804,14.587,12.848,12.566,9.966,8.33,9.927,7.996,7.219,6.339
Sierra Leone,Unemployment rate by sex and age,Female,25+,Adults,3.29,3.306,3.048,2.622,2.022,2.031,2.136,2.289,2.086,2.022,1.986
Singapore,Unemployment rate by sex and age,Female,25+,Adults,3.324,3.187,3.669,3.662,3.167,2.766,3.683,4.375,3.376,2.999,3.256
Slovakia,Unemployment rate by sex and age,Female,25+,Adults,11.942,11.895,9.783,7.631,6.496,5.245,6.418,6.466,5.686,5.39,5.302
Slovenia,Unemployment rate by sex and age,Female,25+,Adults,9.825,9.747,8.181,7.061,5.449,4.669,5.021,4.706,3.773,3.212,3.273
Solomon Is.,Unemployment rate by sex and age,Female,25+,Adults,0.445,0.451,0.452,0.445,0.442,0.464,0.533,0.659,0.979,1.011,1.001
Somalia,Unemployment rate by sex and age,Female,25+,Adults,21.162,20.566,20.431,20.65,20.985,21.058,21.267,22.074,21.623,21.492,21.424
South Africa,Unemployment rate by sex and age,Female,25+,Adults,20.674,21.498,22.534,22.584,22.99,23.968,22.987,27.442,27.61,27.334,27.594
South America,Unemployment rate by sex and age,Female,25+,Adults,5.656,6.404,7.715,8.349,8.36,8.608,11.304,10.686,7.694,6.775,6.605
S. Sudan,Unemployment rate by sex and age,Female,25+,Adults,11.838,11.698,12.437,12.714,12.443,11.994,13.084,13.216,11.499,11.076,10.832
Spain,Unemployment rate by sex and age,Female,25+,Adults,23.351,21.773,19.779,17.747,15.901,14.707,16.006,15.422,13.626,12.845,12.945
Sri Lanka,Unemployment rate by sex and age,Female,25+,Adults,3.385,4.561,3.841,3.881,4.046,4.609,4.888,5.063,6.386,6.751,6.714
Sudan,Unemployment rate by sex and age,Female,25+,Adults,26.555,25.507,25.458,25.709,26.011,26.401,28.33,28.646,26.634,30.3,30.532
Suriname,Unemployment rate by sex and age,Female,25+,Adults,9.034,9.861,6.59,6.562,6.371,6.248,7.205,7.178,7.064,6.913,6.733
Sweden,Unemployment rate by sex and age,Female,25+,Adults,5.552,5.434,5.058,4.989,4.886,5.253,6.507,7.097,5.809,5.759,6.544
Switzerland,Unemployment rate by sex and age,Female,25+,Adults,4.404,4.344,4.469,4.614,4.756,4.359,4.588,4.847,4.178,3.763,3.783
Syria,Unemployment rate by sex and age,Female,25+,Adults,20.851,20.273,19.602,19.153,18.802,18.437,20.193,20.154,19.315,18.919,18.682
Taiwan,Unemployment rate by sex and age,Female,25+,Adults,2.718,2.645,2.717,2.581,2.671,2.714,2.984,2.951,2.696,2.751,2.758
Tajikistan,Unemployment rate by sex and age,Female,25+,Adults,4.262,3.867,3.559,3.605,3.62,3.782,3.62,3.778,3.688,3.668,3.762
Tanzania,Unemployment rate by sex and age,Female,25+,Adults,1.922,2.044,2.224,2.406,2.624,2.866,3.239,3.406,3.196,3.106,3.057
Thailand,Unemployment rate by sex and age,Female,25+,Adults,0.216,0.269,0.305,0.388,0.372,0.293,0.651,0.722,0.544,0.495,0.425
Timor-Leste,Unemployment rate by sex and age,Female,25+,Adults,3.046,3.413,3.787,3.392,2.983,2.517,2.182,1.955,1.427,1.469,1.49
Togo,Unemployment rate by sex and age,Female,25+,Adults,1.187,1.102,1.514,1.94,1.96,1.974,2.015,2.303,2.035,1.969,1.94
Tonga,Unemployment rate by sex and age,Female,25+,Adults,1.424,1.506,1.51,1.575,1.67,1.53,1.981,1.357,1.782,1.719,1.675
Trinidad and Tobago,Unemployment rate by sex and age,Female,25+,Adults,2.253,2.419,2.488,2.815,3.073,3.262,3.729,4.214,3.596,3.348,3.163
Tunisia,Unemployment rate by sex and age,Female,25+,Adults,17.925,19.655,20.793,20.216,20.612,23.174,24.609,24.742,24.396,24.335,24.255
Turkmenistan,Unemployment rate by sex and age,Female,25+,Adults,1.67,1.705,1.774,1.829,1.863,1.937,2.034,2.076,1.917,1.914,1.971
Turkey,Unemployment rate by sex and age,Female,25+,Adults,9.756,10.167,11.192,11.115,11.219,13.221,11.71,11.803,11.073,10.29,10.526
Uganda,Unemployment rate by sex and age,Female,25+,Adults,2.49,2.718,2.943,3.32,3.032,2.731,3.193,2.879,2.535,2.511,2.514
Ukraine,Unemployment rate by sex and age,Female,25+,Adults,6.292,6.99,6.669,7.069,6.615,7.345,8.508,9.519,0,0,0
United Arab Emirates,Unemployment rate by sex and age,Female,25+,Adults,3.954,3.757,3.582,6.47,5.207,4.986,4.833,5.698,5.204,5.43,5.56
United Kingdom,Unemployment rate by sex and age,Female,25+,Adults,4.326,3.822,3.632,3.214,2.994,2.704,3.088,3.699,2.932,3.392,3.809
United States of America,Unemployment rate by sex and age,Female,25+,Adults,5.054,4.322,4.058,3.707,3.234,3.024,7.347,4.628,3.007,2.904,3.098
United States Virgin Islands,Unemployment rate by sex and age,Female,25+,Adults,12.223,12.099,12.219,11.977,12.077,12.252,14.56,14.07,12.964,12.391,11.909
Uruguay,Unemployment rate by sex and age,Female,25+,Adults,5.665,5.963,6.336,6.235,6.855,7.126,8.659,7.628,6.557,6.935,7.16
Uzbekistan,Unemployment rate by sex and age,Female,25+,Adults,3.212,3.293,3.379,3.886,4.185,4.545,5.461,5.332,4.858,4.699,4.717
Vanuatu,Unemployment rate by sex and age,Female,25+,Adults,4.278,4.402,4.448,4.521,4.594,4.745,2.683,3.656,4.539,4.546,4.507
Venezuela,Unemployment rate by sex and age,Female,25+,Adults,5.791,5.053,4.238,4.707,5.205,5.664,6.981,6.737,5.332,5.678,5.156
Vietnam,Unemployment rate by sex and age,Female,25+,Adults,0.407,0.811,0.821,0.815,0.51,0.994,1.697,1.726,0.921,0.965,0.881
Yemen,Unemployment rate by sex and age,Female,25+,Adults,22.478,25.894,26.532,26.819,25.798,25.482,25.501,26.735,26.505,26.442,26.319
Zambia,Unemployment rate by sex and age,Female,25+,Adults,5.39,5.782,6.115,6.476,4.183,4.338,5.211,4.448,3.998,3.917,3.901
Zimbabwe,Unemployment rate by sex and age,Female,25+,Adults,4.262,4.586,4.773,4.9,5.027,5.309,6.345,7.792,7.704,7.597,7.528
